id_commune;population_municipale;population_comptee_a_part;population_totale
80136;1275;7;1282
80137;746;4;750
80138;125;1;126
80139;43;0;43
80140;107;3;110
80141;329;1;330
80142;318;4;322
80143;101;1;102
80144;497;9;506
80145;138;0;138
80146;205;5;210
80147;326;7;333
80148;400;5;405
80149;524;11;535
80150;222;7;229
80151;308;4;312
80152;148;1;149
80153;131;0;131
80154;213;7;220
80155;293;8;301
80156;398;3;401
80157;96;5;101
80158;51;0;51
80159;280;6;286
80160;1203;21;1224
80161;205;7;212
80162;699;11;710
80163;761;11;772
80164;4436;54;4490
80165;190;1;191
80166;702;7;709
80167;330;11;341
80168;1105;9;1114
80169;66;0;66
80170;111;1;112
80171;599;19;618
80172;546;7;553
80173;538;7;545
80174;79;3;82
80176;268;4;272
80177;715;23;738
80179;219;4;223
80180;104;1;105
80181;123;0;123
80182;2445;31;2476
80183;264;5;269
80184;534;5;539
80185;284;10;294
80186;2026;22;2048
80187;650;11;661
80188;590;7;597
80189;72;1;73
80190;1231;17;1248
80191;174;5;179
80192;167;2;169
80193;136;3;139
80194;139;1;140
80195;150;1;151
80196;243;8;251
80197;31;0;31
80198;378;4;382
80199;522;11;533
80200;223;2;225
80201;49;2;51
80202;361;3;364
80203;87;2;89
80204;738;12;750
80205;912;10;922
80206;117;0;117
80207;364;2;366
80208;219;4;223
80210;146;7;153
80211;1796;49;1845
80212;6292;79;6371
80213;571;170;741
80214;320;1;321
80215;220;8;228
80216;155;1;156
80217;75;0;75
80218;144;3;147
80219;68;1;69
80220;100;2;102
80221;305;5;310
80222;1370;28;1398
80223;133;0;133
80224;123;1;124
80225;193;4;197
80226;272;5;277
80227;447;9;456
80228;1989;33;2022
80229;340;2;342
80230;303;8;311
80231;171;2;173
80232;229;5;234
80233;156;1;157
80234;776;16;792
80235;1197;18;1215
80236;575;4;579
80237;524;11;535
80238;564;9;573
80239;53;2;55
80240;1402;44;1446
80241;1065;11;1076
80242;409;9;418
80243;43;0;43
80244;174;3;177
80245;302;3;305
80246;347;5;352
80247;715;8;723
80248;418;6;424
80249;312;7;319
80250;351;4;355
80251;351;8;359
80252;251;1;252
80253;5890;172;6062
80256;1639;10;1649
80258;87;3;90
80259;87;1;88
80260;924;23;947
80261;1464;61;1525
80262;392;14;406
80263;50;1;51
80264;84;39;123
80265;569;7;576
80266;305;0;305
80267;281;2;283
80268;530;14;544
80269;119;2;121
80270;5;0;5
80271;1129;14;1143
80272;124;2;126
80273;351;5;356
80274;1789;18;1807
80275;298;2;300
80276;286;7;293
80278;188;3;191
80279;769;11;780
80280;123;2;125
80281;176;1;177
80282;511;5;516
80283;166;0;166
80284;748;36;784
80285;260;3;263
80287;239;4;243
80288;328;10;338
80290;391;5;396
80291;272;3;275
80292;135;1;136
80293;362;3;365
80294;159;3;162
80295;592;7;599
80296;1182;8;1190
80297;40;1;41
80298;529;3;532
80299;236;1;237
80300;156;1;157
80301;274;2;276
80302;170;3;173
80303;462;7;469
80304;100;2;102
80305;474;12;486
80306;133;5;138
80307;153;2;155
80308;2499;42;2541
80310;684;12;696
80311;153;2;155
80312;279;1;280
80313;292;5;297
80314;199;3;202
80315;508;10;518
80316;2016;24;2040
80317;212;3;215
80318;3237;73;3310
80319;340;0;340
80320;156;1;157
80321;142;2;144
80322;170;0;170
80324;145;5;150
80325;51;1;52
80326;108;2;110
80327;158;5;163
80328;525;5;530
80329;178;1;179
80330;237;6;243
80331;308;12;320
80332;397;9;406
80333;1298;13;1311
80334;96;3;99
80335;244;3;247
80336;81;1;82
80337;204;3;207
80338;1829;17;1846
80339;154;4;158
80340;199;2;201
80341;401;9;410
80342;459;3;462
80343;171;2;173
80344;182;8;190
80345;530;5;535
80346;167;1;168
80347;156;2;158
80348;181;4;185
80349;134;1;135
80350;506;7;513
80351;258;2;260
80352;157;1;158
80353;151;1;152
80354;204;3;207
80355;102;2;104
80356;90;9;99
80357;234;6;240
80358;137;2;139
80359;287;9;296
80360;2181;43;2224
80361;75;0;75
80362;308;7;315
80364;703;11;714
80365;185;0;185
80366;490;4;494
80367;180;5;185
80368;4491;98;4589
80369;235;5;240
80371;97;4;101
80372;124;4;128
80373;2480;84;2564
80374;280;3;283
80375;341;7;348
80376;652;4;656
80377;409;5;414
80378;66;1;67
80379;826;1;827
80380;243;5;248
80381;38;1;39
80383;92;0;92
80384;177;1;178
80385;459;28;487
80386;179;3;182
80387;324;1;325
80388;213;2;215
80390;411;6;417
80391;88;0;88
80392;576;13;589
80393;312;6;318
80395;278;5;283
80396;361;4;365
80397;93;4;97
80399;395;4;399
80400;413;5;418
80401;130;1;131
80402;136;1;137
80403;184;3;187
80404;142;3;145
80405;429;2;431
80406;1302;17;1319
80407;141;6;147
80408;334;1;335
80409;153;5;158
80410;4559;98;4657
80411;493;6;499
80412;638;6;644
80413;90;1;91
80414;123;2;125
80415;1012;8;1020
80416;770;9;779
80417;1640;11;1651
80418;84;0;84
80420;175;1;176
80421;294;4;298
80422;578;10;588
80423;381;5;386
80424;540;18;558
80425;116;1;117
80426;435;8;443
80427;376;8;384
80428;134;2;136
80429;193;1;194
80430;201;7;208
80431;683;11;694
80432;190;1;191
80433;44;0;44
80434;190;4;194
80435;57;0;57
80436;522;13;535
80437;110;4;114
80438;511;6;517
80439;167;1;168
80440;153;3;156
80442;1178;10;1188
80443;1681;28;1709
80444;661;13;674
80445;272;2;274
80446;755;20;775
80449;69;2;71
80450;112;1;113
80451;123;0;123
80452;521;3;524
80453;142;0;142
80455;91;2;93
80456;554;6;560
80458;451;11;462
80459;108;0;108
80460;65;1;66
80461;216;4;220
80462;357;11;368
80463;702;10;712
80464;918;14;932
80465;196;5;201
80466;133;1;134
80467;194;1;195
80468;170;3;173
80469;162;1;163
80470;164;2;166
80472;173;7;180
80473;295;2;297
80474;396;3;399
80475;215;7;222
80476;372;4;376
80477;222;4;226
80478;145;2;147
80479;354;6;360
80480;113;2;115
80481;458;5;463
80482;140;2;142
80484;388;6;394
80485;1179;9;1188
80486;618;8;626
80487;79;2;81
80488;1587;29;1616
80489;5765;45;5810
80490;273;9;282
80491;75;1;76
80493;294;5;299
80494;201;3;204
80495;521;4;525
80496;154;1;155
80497;118;5;123
80498;632;5;637
80499;300;6;306
80500;531;7;538
80501;283;3;286
80502;101;3;104
80503;186;2;188
80504;76;0;76
80505;292;4;296
80507;1263;19;1282
80508;51;0;51
80509;598;6;604
80511;111;1;112
80512;836;11;847
80513;180;3;183
80514;129;1;130
80515;144;2;146
80516;194;1;195
80517;197;3;200
80518;425;3;428
80519;502;7;509
80520;182;3;185
80521;211;0;211
80522;107;0;107
80523;1259;22;1281
80524;588;6;594
80525;179;3;182
80526;155;3;158
80527;303;7;310
80528;9;0;9
80529;193;4;197
80530;607;4;611
80531;102;0;102
80533;2655;56;2711
80535;161;5;166
80536;287;3;290
80537;89;0;89
80538;122;0;122
80540;235;4;239
80541;198;3;201
80542;561;6;567
80543;117;3;120
80544;184;3;187
80545;559;7;566
80546;584;12;596
80547;205;4;209
80548;354;2;356
80549;655;12;667
80550;130;4;134
80552;1153;22;1175
80553;327;10;337
80554;980;9;989
80555;601;19;620
80556;552;6;558
80557;594;11;605
80558;223;3;226
80559;143;3;146
80560;214;1;215
80561;6113;105;6218
80562;206;2;208
80563;96;1;97
80565;82;2;84
80566;341;8;349
80568;347;4;351
80569;327;3;330
80570;3986;28;4014
80571;497;9;506
80572;367;2;369
80573;398;5;403
80574;95;1;96
80575;80;8;88
80576;321;0;321
80577;183;1;184
80578;719;11;730
80579;851;12;863
80580;250;3;253
80582;1002;15;1017
80583;290;8;298
80584;1078;10;1088
80585;2314;30;2344
80586;156;1;157
80587;82;2;84
80588;359;7;366
80589;100;0;100
80590;321;12;333
80591;151;1;152
80592;507;7;514
80593;254;2;256
80595;301;1;302
80596;221;6;227
80597;852;15;867
80598;1259;37;1296
80599;241;3;244
80600;685;10;695
80601;373;4;377
80602;129;3;132
80603;334;1;335
80604;80;3;83
80605;207;2;209
80606;1148;45;1193
80607;212;3;215
80609;408;6;414
80611;924;11;935
80613;621;12;633
80614;317;6;323
80615;437;3;440
80616;199;1;200
80617;231;3;234
80618;1051;14;1065
80619;728;8;736
80620;7577;207;7784
80621;723;11;734
80622;1311;16;1327
80623;371;6;377
80624;282;5;287
80625;1516;12;1528
80626;292;2;294
80627;829;20;849
80628;776;4;780
80629;108;2;110
80630;2358;39;2397
80631;98;3;101
80632;2411;37;2448
80633;608;10;618
80634;821;17;838
80635;1459;22;1481
80637;288;1;289
80638;108;6;114
80639;1236;23;1259
80640;266;3;269
80642;321;2;323
80643;558;8;566
80644;728;11;739
80645;556;3;559
80646;92;4;96
80647;293;3;296
80648;121;1;122
80649;1313;29;1342
80650;632;17;649
80651;265;2;267
80652;780;9;789
80654;543;18;561
80655;428;5;433
80656;1085;10;1095
80657;322;2;324
80658;144;3;147
80659;271;6;277
80661;1010;7;1017
80662;284;2;286
80663;340;7;347
80664;192;3;195
80665;123;3;126
80666;32;0;32
80667;132;0;132
80668;168;3;171
80669;351;6;357
80670;497;8;505
80671;234;7;241
80672;648;12;660
80673;175;7;182
80674;3599;34;3633
80675;127;2;129
80676;154;7;161
80677;1593;19;1612
80678;770;19;789
80679;591;5;596
80680;3017;25;3042
80681;309;8;317
80682;213;6;219
80683;103;3;106
80684;109;4;113
80685;5693;61;5754
80686;728;9;737
80687;133;2;135
80688;3111;91;3202
80690;628;9;637
80691;353;13;366
80692;1023;18;1041
80693;327;1;328
80694;350;6;356
80695;483;6;489
80696;1220;32;1252
80697;32;0;32
80698;221;4;225
80699;111;0;111
80700;878;16;894
80701;432;10;442
80702;1309;27;1336
80703;203;3;206
80704;382;5;387
80705;82;1;83
80706;1854;16;1870
80707;75;4;79
80708;155;3;158
80709;268;8;276
80710;395;5;400
80711;1828;15;1843
80713;281;5;286
80714;1280;21;1301
80716;1265;29;1294
80717;992;7;999
80718;1341;16;1357
80719;52;5;57
80721;2469;41;2510
80722;488;7;495
80723;240;1;241
80724;2805;30;2835
80725;3918;54;3972
80726;265;6;271
80728;75;0;75
80729;177;0;177
80730;952;8;960
80732;628;14;642
80733;307;3;310
80734;212;3;215
80735;167;2;169
80736;208;5;213
80737;161;1;162
80738;126;3;129
80740;344;2;346
80741;190;4;194
80742;65;2;67
80743;192;4;196
80744;57;2;59
80746;1069;12;1081
80747;136;3;139
80748;185;3;188
80749;317;4;321
80750;146;1;147
80751;580;6;586
80752;678;8;686
80753;124;2;126
80754;399;4;403
80755;147;4;151
80756;63;0;63
80757;146;2;148
80758;207;0;207
80759;349;9;358
80760;378;10;388
80762;346;10;356
80763;344;8;352
80764;296;7;303
80765;809;10;819
80766;439;5;444
80767;258;6;264
80769;232;0;232
80770;538;9;547
80771;33;0;33
80773;104;0;104
80774;291;3;294
80775;632;6;638
80776;218;1;219
80777;139;1;140
80778;127;0;127
80779;848;19;867
80780;406;5;411
80781;225;5;230
80782;418;7;425
80783;84;1;85
80784;306;6;312
80785;544;9;553
80786;149;0;149
80787;95;1;96
80788;173;2;175
80789;152;0;152
80790;169;3;172
80791;732;6;738
80792;246;1;247
80793;2338;34;2372
80794;57;1;58
80795;469;42;511
80796;182;6;188
80797;138;3;141
80798;1435;53;1488
80799;4592;56;4648
80800;143;7;150
80801;330;4;334
80802;557;9;566
80803;275;0;275
80804;179;5;184
80805;159;6;165
80806;471;8;479
80807;266;3;269
80808;498;9;507
80809;477;12;489
80810;135;1;136
80811;591;7;598
80812;139;3;142
80813;97;3;100
80814;449;9;458
80815;836;26;862
80819;84;3;87
80820;753;10;763
80821;220;5;225
80822;143;2;145
80823;134;10;144
80824;270;2;272
80825;115;1;116
80826;791;17;808
80827;1239;14;1253
80828;67;0;67
80829;91;2;93
80830;245;5;250
80832;305;4;309
80833;123;2;125
80834;514;42;556
80835;269;0;269
80836;220;7;227
81001;226;9;235
81002;2512;57;2569
81003;928;36;964
81004;48902;1723;50625
81005;518;5;523
81006;198;3;201
81007;95;2;97
81008;294;4;298
81009;68;0;68
81010;467;6;473
81011;1010;40;1050
81012;121;1;122
81013;406;8;414
81014;502;8;510
81015;73;1;74
81016;165;7;172
81017;160;1;161
81018;2512;50;2562
81019;143;1;144
81020;271;12;283
81021;5827;135;5962
81022;203;7;210
81023;208;2;210
81024;363;9;372
81025;244;9;253
81026;703;7;710
81027;158;2;160
81028;103;1;104
81029;186;5;191
81030;111;1;112
81031;821;18;839
81032;1135;19;1154
81033;2946;186;3132
81034;387;7;394
81035;218;7;225
81036;1267;22;1289
81037;1305;33;1338
81038;2341;64;2405
81039;2040;30;2070
81040;427;11;438
81041;121;1;122
81042;2053;41;2094
81043;736;13;749
81044;303;4;307
81045;369;9;378
81046;1529;45;1574
81047;225;7;232
81048;2578;32;2610
81049;350;3;353
81050;342;10;352
81051;1158;20;1178
81052;2128;56;2184
81053;334;10;344
81054;939;28;967
81055;349;1;350
81056;157;2;159
81058;230;7;237
81059;669;15;684
81060;9782;156;9938
81061;191;2;193
81062;935;18;953
81063;1621;38;1659
81064;1041;25;1066
81065;42079;1470;43549
81066;280;6;286
81067;469;16;485
81068;153;6;159
81069;822;39;861
81070;2939;54;2993
81071;79;3;82
81072;134;3;137
81073;177;1;178
81074;1607;62;1669
81075;502;11;513
81076;698;20;718
81077;399;10;409
81078;1028;18;1046
81079;803;33;836
81080;71;2;73
81081;1311;36;1347
81082;111;1;112
81083;246;1;247
81084;614;21;635
81085;45;1;46
81086;173;3;176
81087;357;10;367
81088;554;14;568
81089;136;5;141
81090;253;6;259
81092;926;15;941
81093;682;46;728
81094;93;3;96
81095;83;1;84
81096;410;5;415
81097;1328;35;1363
81098;701;20;721
81099;15265;323;15588
81100;402;10;412
81101;1270;18;1288
81102;271;14;285
81103;134;7;141
81104;1506;36;1542
81105;12844;245;13089
81106;618;11;629
81108;168;1;169
81109;438;7;445
81110;96;3;99
81111;77;0;77
81112;937;24;961
81114;513;12;525
81115;1414;25;1439
81116;1937;46;1983
81117;753;22;775
81118;152;4;156
81119;489;6;495
81120;6506;114;6620
81121;298;1;299
81122;81;2;83
81123;95;3;98
81124;2464;77;2541
81125;310;8;318
81126;179;8;187
81127;109;7;116
81128;1590;35;1625
81129;232;5;237
81130;1818;35;1853
81131;2213;41;2254
81132;825;12;837
81133;504;13;517
81134;58;0;58
81135;96;0;96
81136;153;3;156
81137;87;1;88
81138;550;9;559
81139;1731;51;1782
81140;10879;426;11305
81141;149;5;154
81142;889;14;903
81143;731;13;744
81144;4574;91;4665
81145;4676;84;4760
81146;230;5;235
81147;1139;14;1153
81148;75;6;81
81149;421;15;436
81150;424;13;437
81151;128;6;134
81152;319;3;322
81154;76;1;77
81156;3395;79;3474
81157;312;11;323
81158;265;6;271
81159;405;18;423
81160;372;8;380
81161;108;1;109
81162;162;2;164
81163;9996;422;10418
81164;509;12;521
81165;247;3;250
81166;91;3;94
81167;105;1;106
81168;1046;22;1068
81169;98;1;99
81170;1358;13;1371
81171;1513;32;1545
81172;59;0;59
81173;319;7;326
81174;623;6;629
81175;441;5;446
81176;104;5;109
81177;493;6;499
81178;367;13;380
81179;280;8;288
81180;249;9;258
81181;190;4;194
81182;1987;42;2029
81183;188;6;194
81184;35;0;35
81185;237;3;240
81186;262;5;267
81187;211;3;214
81188;316;3;319
81189;126;2;128
81190;534;9;543
81191;236;1;237
81192;862;12;874
81193;338;4;342
81195;691;23;714
81196;850;21;871
81197;213;4;217
81198;329;4;333
81199;189;3;192
81200;433;52;485
81201;840;20;860
81202;960;18;978
81203;559;8;567
81204;2170;37;2207
81205;193;9;202
81206;586;19;605
81207;78;29;107
81208;594;11;605
81209;2775;79;2854
81210;261;7;268
81211;495;10;505
81212;125;4;129
81213;89;2;91
81214;101;1;102
81215;638;9;647
81216;213;3;216
81217;452;11;463
81218;3510;80;3590
81219;3160;72;3232
81220;5713;146;5859
81221;236;1;237
81222;3480;58;3538
81223;54;0;54
81224;101;0;101
81225;1064;30;1094
81227;2187;46;2233
81228;458;10;468
81229;131;4;135
81230;731;14;745
81231;378;7;385
81232;626;13;639
81233;1717;27;1744
81234;86;3;89
81235;723;28;751
81236;254;8;262
81237;186;3;189
81238;1527;123;1650
81239;877;12;889
81240;101;4;105
81242;260;3;263
81243;133;2;135
81244;2094;34;2128
81245;124;6;130
81246;111;2;113
81247;208;3;211
81248;889;20;909
81249;925;13;938
81250;281;9;290
81251;932;18;950
81252;145;1;146
81253;456;7;463
81254;376;5;381
81255;532;12;544
81256;76;1;77
81257;6694;103;6797
81258;439;16;455
81259;223;1;224
81261;1121;18;1139
81262;213;2;215
81263;390;11;401
81264;90;2;92
81265;77;1;78
81266;1084;28;1112
81267;618;12;630
81268;75;4;79
81269;510;8;518
81270;167;3;170
81271;9336;268;9604
81272;217;1;218
81273;3602;72;3674
81274;836;18;854
81275;195;2;197
81276;1223;19;1242
81277;596;9;605
81278;161;2;163
81279;261;8;269
81280;262;7;269
81281;2008;55;2063
81282;34;0;34
81283;1115;33;1148
81284;1917;29;1946
81285;487;2;489
81286;612;20;632
81287;264;2;266
81288;2903;64;2967
81289;2622;41;2663
81290;165;2;167
81291;504;6;510
81292;531;18;549
81293;356;3;359
81294;1002;18;1020
81295;441;6;447
81297;1229;29;1258
81298;483;13;496
81299;382;16;398
81300;98;2;100
81302;52;1;53
81303;410;4;414
81304;184;4;188
81305;738;19;757
81306;840;23;863
81307;857;18;875
81308;1299;27;1326
81309;303;15;318
81310;163;4;167
81311;759;20;779
81312;1009;173;1182
81313;229;6;235
81314;531;39;570
81315;1421;48;1469
81316;226;3;229
81317;1248;30;1278
81318;141;2;143
81319;493;14;507
81320;149;5;154
81321;89;1;90
81322;245;6;251
81323;360;6;366
81324;226;5;231
81325;1968;39;2007
81326;386;13;399
82001;627;18;645
82002;3294;58;3352
82003;249;5;254
82004;135;0;135
82005;1504;20;1524
82006;84;2;86
82007;144;1;145
82008;914;42;956
82009;40;2;42
82010;260;5;265
82011;941;14;955
82012;564;8;572
82013;3773;174;3947
82014;257;6;263
82015;149;4;153
82016;215;2;217
82017;1487;25;1512
82018;1148;30;1178
82019;751;17;768
82020;594;14;608
82021;193;3;196
82022;382;10;392
82023;959;11;970
82024;248;3;251
82025;3697;104;3801
82026;600;9;609
82027;1405;23;1428
82028;793;11;804
82029;281;3;284
82030;491;4;495
82031;1222;17;1239
82032;542;13;555
82033;14114;323;14437
82034;108;3;111
82035;335;9;344
82036;135;2;137
82037;6808;202;7010
82038;1473;28;1501
82039;555;22;577
82040;280;9;289
82041;233;3;236
82042;1192;21;1213
82043;269;10;279
82044;1647;50;1697
82045;354;6;360
82046;114;0;114
82047;51;0;51
82048;1650;14;1664
82049;1034;13;1047
82050;1208;24;1232
82051;841;90;931
82052;1114;106;1220
82053;288;3;291
82054;382;7;389
82055;255;8;263
82056;173;4;177
82057;658;15;673
82058;100;2;102
82059;290;10;300
82060;194;4;198
82061;142;2;144
82062;1546;19;1565
82063;679;13;692
82064;121;0;121
82065;409;10;419
82066;609;13;622
82067;107;1;108
82068;240;6;246
82069;202;6;208
82070;73;2;75
82071;37;2;39
82072;1014;27;1041
82073;937;31;968
82074;133;5;138
82075;4177;56;4233
82076;1587;35;1622
82077;400;5;405
82078;128;0;128
82079;3783;80;3863
82080;1143;27;1170
82081;194;2;196
82082;196;5;201
82083;118;1;119
82084;168;5;173
82085;1239;11;1250
82086;221;3;224
82087;2835;65;2900
82088;604;13;617
82089;1167;18;1185
82090;1052;28;1080
82091;126;3;129
82092;284;4;288
82093;693;8;701
82094;1454;17;1471
82095;217;13;230
82096;3148;44;3192
82097;1619;18;1637
82098;1269;28;1297
82099;529;7;536
82100;132;7;139
82101;1199;17;1216
82102;294;4;298
82103;107;6;113
82104;186;5;191
82105;1342;18;1360
82106;137;1;138
82107;46;1;47
82108;1360;29;1389
82109;201;13;214
82110;1037;18;1055
82111;316;9;325
82112;13378;319;13697
82113;1182;25;1207
82114;645;7;652
82115;2004;18;2022
82116;194;4;198
82117;1302;25;1327
82118;100;1;101
82119;654;18;672
82120;295;5;300
82121;61372;1460;62832
82122;183;3;186
82123;1474;22;1496
82124;4241;87;4328
82125;6589;127;6716
82126;1359;102;1461
82127;758;19;777
82128;106;3;109
82129;145;4;149
82130;166;1;167
82131;1590;41;1631
82132;1186;27;1213
82133;93;1;94
82134;5685;81;5766
82135;1340;18;1358
82136;1754;34;1788
82137;570;11;581
82138;162;2;164
82139;121;3;124
82140;444;3;447
82141;546;4;550
82142;1544;20;1564
82143;85;0;85
82144;746;11;757
82145;379;8;387
82146;60;2;62
82147;331;8;339
82148;694;25;719
82149;1879;32;1911
82150;862;24;886
82151;401;9;410
82152;398;11;409
82153;226;1;227
82154;212;5;217
82155;1851;46;1897
82156;148;3;151
82157;96;2;98
82158;147;6;153
82159;557;17;574
82160;264;8;272
82161;3901;78;3979
82162;261;7;268
82163;49;0;49
82164;126;3;129
82165;531;4;535
82166;276;3;279
82167;1875;41;1916
82168;323;3;326
82169;2296;30;2326
82170;566;18;584
82171;1414;24;1438
82172;278;8;286
82173;1155;14;1169
82174;285;2;287
82175;277;4;281
82176;856;13;869
82177;160;3;163
82178;811;17;828
82179;2238;50;2288
82180;526;8;534
82181;207;4;211
82182;339;3;342
82183;238;10;248
82184;896;10;906
82185;248;6;254
82186;5205;153;5358
82187;654;13;667
82188;632;14;646
82189;743;14;757
82190;4808;67;4875
82191;416;3;419
82192;522;14;536
82193;137;3;140
82194;1368;35;1403
82195;779;13;792
83001;2784;74;2858
83002;270;5;275
83003;913;24;937
83004;7066;174;7240
83005;288;6;294
83006;283;8;291
83007;2284;37;2321
83008;2862;59;2921
83009;8403;145;8548
83010;225;1;226
83011;1334;21;1355
83012;2990;39;3029
83013;208;1;209
83014;235;9;244
83015;321;4;325
83016;9845;175;10020
83017;2423;30;2453
83018;3038;44;3082
83019;8162;117;8279
83020;41;1;42
83021;2629;52;2681
83022;25;0;25
83023;17361;345;17706
83025;1419;22;1441
83026;1951;36;1987
83027;5574;98;5672
83028;1948;39;1987
83029;3341;61;3402
83030;1897;47;1944
83031;4279;59;4338
83032;3380;81;3461
83033;3525;36;3561
83034;9518;163;9681
83035;3873;42;3915
83036;7586;86;7672
83037;1483;55;1538
83038;477;15;492
83039;147;14;161
83040;79;1;80
83041;720;12;732
83042;11311;238;11549
83043;1874;89;1963
83044;328;5;333
83045;906;8;914
83046;2111;39;2150
83047;18774;428;19202
83048;3779;96;3875
83049;11962;139;12101
83050;39433;911;40344
83051;1118;23;1141
83052;371;5;376
83053;2416;51;2467
83054;9614;118;9732
83055;5735;85;5820
83056;2623;53;2676
83057;3564;67;3631
83058;4247;104;4351
83059;3101;47;3148
83060;458;4;462
83061;54458;843;55301
83062;25505;313;25818
83063;1847;42;1889
83064;5303;99;5402
83065;2614;55;2669
83066;1874;35;1909
83067;4329;60;4389
83068;4562;60;4622
83069;54821;977;55798
83070;5985;60;6045
83071;10641;135;10776
83072;9054;292;9346
83073;11094;112;11206
83074;204;5;209
83075;631;8;639
83076;868;13;881
83077;2226;20;2246
83078;290;7;297
83079;1461;25;1486
83080;806;15;821
83081;6548;132;6680
83082;1527;22;1549
83083;1420;26;1446
83084;533;3;536
83085;2804;52;2856
83086;9288;249;9537
83087;4835;85;4920
83088;2828;68;2896
83089;650;23;673
83090;13866;253;14119
83091;6068;105;6173
83092;4588;47;4635
83093;2187;27;2214
83094;3048;52;3100
83095;737;18;755
83096;1574;22;1596
83097;5181;91;5272
83098;10277;149;10426
83099;8062;108;8170
83100;4357;51;4408
83101;2115;48;2163
83102;2642;16;2658
83103;3962;59;4021
83104;4278;85;4363
83105;49;0;49
83106;5250;68;5318
83107;14937;191;15128
83108;2203;41;2244
83109;256;0;256
83110;1662;30;1692
83111;2048;25;2073
83112;11484;241;11725
83113;2402;41;2443
83114;247;4;251
83115;14448;224;14672
83116;17095;497;17592
83117;1757;42;1799
83118;36027;601;36628
83119;3851;71;3922
83120;6051;83;6134
83121;3761;77;3838
83122;226;4;230
83123;16889;271;17160
83124;2669;33;2702
83125;2492;38;2530
83126;62987;762;63749
83127;2927;44;2971
83128;745;55;800
83129;34592;562;35154
83130;11762;184;11946
83131;5753;108;5861
83132;2526;46;2572
83133;1671;33;1704
83134;1784;33;1817
83135;1405;16;1421
83136;2552;47;2599
83137;178745;1896;180641
83138;2877;51;2928
83139;585;15;600
83140;5042;71;5113
83141;5947;134;6081
83142;203;5;208
83143;4292;95;4387
83144;24087;259;24346
83145;1176;15;1191
83146;1603;13;1616
83147;9;0;9
83148;12616;144;12760
83149;1466;28;1494
83150;4248;88;4336
83151;963;15;978
83152;667;13;680
83153;6095;68;6163
83154;722;14;736
84001;2851;46;2897
84002;1046;25;1071
84003;11037;221;11258
84004;5778;94;5872
84005;193;2;195
84006;70;4;74
84007;91143;1678;92821
84008;639;50;689
84009;1614;95;1709
84010;873;22;895
84011;355;9;364
84012;2389;48;2437
84013;280;4;284
84014;1134;16;1150
84015;296;5;301
84016;5316;76;5392
84017;3093;68;3161
84018;518;8;526
84019;13439;232;13671
84020;1206;23;1229
84021;90;3;93
84022;277;12;289
84023;87;3;90
84024;957;14;971
84025;1835;37;1872
84026;4201;77;4278
84027;2651;47;2698
84028;1084;20;1104
84029;4542;111;4653
84030;3399;58;3457
84031;29236;713;29949
84032;493;8;501
84033;120;0;120
84034;4914;99;5013
84035;26236;412;26648
84036;3321;75;3396
84037;2055;30;2085
84038;4290;75;4365
84039;6026;76;6102
84040;416;16;432
84041;475;20;495
84042;1771;32;1803
84043;8595;123;8718
84044;1134;33;1167
84045;450;8;458
84046;478;14;492
84047;3078;49;3127
84048;71;1;72
84049;434;10;444
84050;1670;34;1704
84051;1100;27;1127
84052;1226;29;1255
84053;1749;31;1780
84054;20042;493;20535
84055;1550;37;1587
84056;5469;63;5532
84057;347;5;352
84058;423;7;430
84059;121;1;122
84060;32;1;33
84061;327;13;340
84062;1641;33;1674
84063;395;1;396
84064;3830;79;3909
84065;3879;69;3948
84066;291;4;295
84067;2520;55;2575
84068;1040;22;1062
84069;2785;60;2845
84070;1887;24;1911
84071;1920;48;1968
84072;6201;158;6359
84073;1002;17;1019
84074;2189;37;2226
84075;442;8;450
84076;1344;39;1383
84077;465;7;472
84078;3736;63;3799
84079;282;5;287
84080;12935;226;13161
84081;8786;130;8916
84082;1864;49;1913
84083;2438;47;2485
84084;1371;41;1412
84085;418;6;424
84086;1295;27;1322
84087;28772;665;29437
84088;10170;287;10457
84089;20557;309;20866
84090;673;15;688
84091;5394;95;5489
84092;17041;136;17177
84093;819;21;840
84094;580;12;592
84095;830;14;844
84096;803;20;823
84097;537;81;618
84098;634;9;643
84099;4631;75;4706
84100;52;0;52
84101;416;13;429
84102;1289;31;1320
84103;661;20;681
84104;1349;32;1381
84105;929;22;951
84106;2591;53;2644
84107;1401;20;1421
84108;1996;41;2037
84109;167;9;176
84110;33;0;33
84111;327;11;338
84112;728;6;734
84113;815;17;832
84114;189;3;192
84115;509;12;521
84116;783;21;804
84117;330;7;337
84118;2877;71;2948
84119;4935;113;5048
84120;118;1;119
84121;265;0;265
84122;6128;78;6206
84123;1361;23;1384
84124;946;16;962
84125;61;0;61
84126;856;23;879
84127;2853;81;2934
84128;46;1;47
84129;18893;234;19127
84130;113;3;116
84131;1921;40;1961
84132;8940;177;9117
84133;4334;138;4472
84134;711;13;724
84135;1666;51;1717
84136;1240;31;1271
84137;5908;129;6037
84138;9403;230;9633
84139;579;16;595
84140;558;19;577
84141;11383;368;11751
84142;2976;54;3030
84143;1013;18;1031
84144;641;18;659
84145;781;14;795
84146;489;14;503
84147;3356;86;3442
84148;1284;34;1318
84149;1710;33;1743
84150;1956;57;2013
84151;164;5;169
85001;2061;35;2096
85002;2024;24;2048
